bibliographicCitation,collectionCode,catalogNumber,family,genus,scientificName,recordNumber,recordedBy,year,month,day,identifiedBy,dateIdentified,det_ok,country,stateProvince,municipality,locality,decimalLongitude,decimalLatitude,Georef
SpeciesLink,HUFU,15935,Fabaceae,Chamaecrista,Chamaecrista potentilla,2681,"Nakajima, J.N.; Romero, R.; Farinaccio, M.A.; Furlan, A. & Prado, P.M.M.",1997,8,20,"Nakajima, J.N.",19/11/2004,2,Brasil,Minas Gerais,S‹o Roque de Minas,"Parque Nacional da Serra da Canastra, Estrada S‹o Roque - Sacramento, morro ap—s a nascente do rio S‹o Francisco.",-47,-20,1
SpeciesLink,CEN,38826,Fabaceae,Chamaecrista,Chamaecrista potentilla,2868,"Pereira-Silva, G.",1994,9,14,"Walter, B.M.T.",/06/2011,2,Brasil,MG,Diamantina,Rodovia Diamantina - Curralzinho km 7.,-43.5667,-18.2667,0
SpeciesLink,HUEFS,145940,Fabaceae,Chamaecrista,Chamaecrista potentilla,2878,"Almeida, T.E.",2006,11,15,"Rando, J.G.",/02/2013,1,Brasil,Minas Gerais,Serra,Distrito de S‹o Gonalo do Rio das Pedras.,-43.4764,-18.4319,0
SpeciesLink,INPA,220386,Fabaceae,Chamaecrista,Chamaecrista potentilla,2887,"Pereira-Silva, G.",1994,9,14,"Rando, J.G.",/02/2012,2,Brasil,Minas Gerais,Diamantina,"Rodovia Diamantina - S‹o Gonalo, Km 9. Campo rupestre. Solo arenoso. Frequente.",-43.5667,-18.3167,0
SpeciesLink,HUFU,10479,Fabaceae,Chamaecrista,Chamaecrista potentilla,3127,"Romero, R.; Nakajima, J.N.; Zanini, E. & Simão, D.G.",1995,11,20,"Barneby, R.",/02/1996,2,Brasil,Minas Gerais,S‹o Roque de Minas,Chapad‹o do Diamante,-47,-20,1
SpeciesLink,SPF,217207,Fabaceae,Chamaecrista,Chamaecrista potentilla,3343,"Fraga, C.N.",2011,6,4,"Cota, M.M.T.",/04/2015,1,Brasil,Minas Gerais,Serro,"Milho Verde, Área de Prote‹o Ambiental Lajeado. Lajeado, trilha para a Cachoeira do Lajeado.",-43.4903,-18.4728,0
SpeciesLink,HUFU,34912,Fabaceae,Chamaecrista,Chamaecrista potentilla,3598,"Nakajima, J.N.; Pacheco, R.A.; Fleury-Silva, H.R.; Volpi, R.L. & Rosa, P.O.",2003,10,23,"Pacheco, R.A.",18/11/2003,2,Brasil,Minas Gerais,Delfin—polis,"Para’so Perdido, Cachoeira Triângulo, fazenda ZŽ Antunes.",-46.7672,-20.4425,0
SpeciesLink,R-TIPOS,171509,Fabaceae,Chamaecrista,Chamaecrista potentilla,3605,"Mello Filho, L.E.; Duarte, L.; Becker, H. & Silva Santos, R.",1972,7,25,"Rando, J.G.",2/3/11,1,Brasil,Minas Gerais,Alpin—polis,Furnas,-46.3881,-20.8636,2
SpeciesLink,HUFU,43004,Fabaceae,Chamaecrista,Chamaecrista potentilla,3960,"Nakajima, J.N.; Romero, R.; Arantes, A.A.; Rezende, T.M. & Hattori, E.K.O.",2005,9,30,"Bernardes, P.H.N.",9/10/06,2,Brasil,Minas Gerais,Capit—lio,"Regiao da Represa de Furnas, Estrada para Pedreira Souza, ca. de 2 km da rodovia MG 050.",-46,-21,1
SpeciesLink,HUFU,15455,Fabaceae,Chamaecrista,Chamaecrista potentilla,4335,"Romero, R.; Nakajima, J.N. & Farinaccio, M.A.",1997,6,29,"Andrade, T.",/01/2004,2,Brasil,Minas Gerais,S‹o Roque de Minas,"Parque Nacional da Serra da Canastra, Chapad‹o do Diamante.",-47,-20,1
SpeciesLink,HUFU,46192,Fabaceae,Chamaecrista,Chamaecrista potentilla,4338,"Nakajima, J.N.; Bernardes, P.H.N.; Melo, K.B.S.; Soares, P.N. & Loeuille, B.",2006,10,26,"Melo, K.B.S.",4/7/06,2,Brasil,Minas Gerais,Capit—lio,"Regi‹o da Represa de Furnas, Estrada para Mineradora Gabi Extraões, depois do terceiro c—rrego.",-46,-21,1
Reflora,HUFU,HUFU00050645,Fabaceae,Chamaecrista,Chamaecrista potentilla,4505,"Romero, R.",1997,8,23,"Nakajima, J.N.",19/11/2004,2,Brasil,Minas Gerais,S‹o Roque de Minas,"Parque Nacional da Serra da Canastra ; Cachoeira Casca D'Anta, parte de cima.",-47,-20,1
SpeciesLink,CEN,79245,Fabaceae,Chamaecrista,Chamaecrista potentilla,6366,"Lima, H.C.",2011,7,7,"Rando, J.G.",2011,1,Brasil,MG,Serro,Nascente do rio Jequitinhonha.,-43.4897,-18.5764,0
SpeciesLink,HUFU,28804,Fabaceae,Chamaecrista,Chamaecrista potentilla,6439,"Romero, R.; Pacheco, R.A.; Nakajima, J.N. & Volpi, R.L.",2002,10,11,"Volpi, R.L.",29/11/2002,2,Brasil,Minas Gerais,Delfin—polis,"Fazenda JosŽ Antunes, Trilha da Escada de Pedras.",-46.6533,-20.4344,0
SpeciesLink,HUFU,42830,Fabaceae,Chamaecrista,Chamaecrista potentilla,7234,"Romero, R.; Nakajima, J.N.; Arantes, A.A.; Rezende, T.M. & Hattori, E.K.O.",2005,9,29,"Melo, K.B.S.",8/6/06,2,Brasil,Minas Gerais,S‹o Jo‹o Batista do Gl—ria,"Para’so Perdido, C—rrego Quebra Anzol, 4,5 km da Rodovia MG 050.",-46.3233,-20.6244,1
SpeciesLink,HUEFS,68051,Fabaceae,Chamaecrista,Chamaecrista potentilla,7606,"Queiroz, L.P.de",2003,1,11,"Concei‹o, A.S.",/08/2004,1,Brasil,Minas Gerais,Diamantina,"Estrada para extra‹o, ca. 9 km S de Diamantina.",-43.5158,-18.2581,0
SpeciesLink,HUFU,45126,Fabaceae,Chamaecrista,Chamaecrista potentilla,7734,"Romero, R.; Arantes, A.A.; Bernardes, P.H.N.; Silva, M.A.O.; Caixeta, F.; et al.",2006,7,12,"Bernardes, P.H.N.",9/10/06,2,Brasil,Minas Gerais,S‹o Jo‹o Batista do Gl—ria,"Regi‹o da represa de Furnas, Para’so Perdido, ca. 5 km da rodovia MG 050.",-46,-21,1
SpeciesLink,UB,127485,Fabaceae,Chamaecrista,Chamaecrista potentilla,20653,"Irwin, H.S.",1968,2,23,"Barneby, R.",1982,2,Brasil,Minas Gerais,Serro,Ca. 15km N of Serro on road (MG 2) to Diamantina,-43.55,-18.55,2
SpeciesLink,ESA,73892,Fabaceae,Chamaecrista,Chamaecrista potentilla,25641,"Souza, V.C.",2001,7,10,"Rando, J.G.",/10/2009,2,Brasil,Minas Gerais,Lassance,"Serra do Cabral. Estrada Joaquim Fel’cio - V‡rzea da Palma, ca. 24 km de Joaquim Fel’cio. 17o42'08""S, 44o17'46""W. 1030 m.s.m. Afloramento rochoso com campo arenoso adjacente.",-44.2961,-17.7022,0
SpeciesLink,UB,127484,Fabaceae,Chamaecrista,Chamaecrista potentilla,27413,"Irwin, H.S.",1970,3,13,"Barneby, R.",1982,2,Brasil,Minas Gerais,Diamantina,Ca. 20km E of Diamantina,-43.5196,-18.1806,2
SpeciesLink,MOBOT_BR,3238927,Fabaceae,Chamaecrista,Chamaecrista potentilla,27635,"Irwin, H.S.",1970,3,16,"Barneby, R.",1981,2,Brazil,Minas Gerais,Diamantina,"Cerrado on brown sand interspersed with extensive outcrops, ca. 8 km E. of Diamantina, road to Extrac‹o.",-44,-18,1
SpeciesLink,UB,127486,Fabaceae,Chamaecrista,Chamaecrista potentilla,27721,"Irwin, H.S.",1970,3,16,"Barneby, R.",1982,2,Brasil,Minas Gerais,Diamantina,Ca. 23km E of Diamantina,-43.5028,-18.162,2
SpeciesLink,ESA,78010,Fabaceae,Chamaecrista,Chamaecrista potentilla,28512,"Souza, V.C.; Sampaio, D.; Araújo, A.O.; Romão, G.O.; Elias, S.I.",2002,2,27,"Rando, J.G.",2009,2,Brasil,Minas Gerais,Serro,"Estrada para Gouveia, ca. 10 km de Serro (km 425). Campo rupestre com mata ciliar adjacente",-44,-19,1
SpeciesLink,MBM,228233,Fabaceae,Chamaecrista,Chamaecrista potentilla,68229,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.",NA,,,"Hatschbach, G.",,1,Brazil,Minas Gerais,Presidente Kubitschek,"Rod. BR-259, pr—ximo ao trevo para a cidade",-44,-19,1
SpeciesLink,MOBOT_BR,3239449,Fabaceae,Chamaecrista,Chamaecrista potentilla,77730,"Hatschbach, G.; Hatschbach, M.; Ribas, O.S.",2004,6,10,"Hatschbach, G.; Barbosa, E.",2004,2,Brazil,Minas Gerais,Joaquim Felicio,"Serra do Cabral, Fazenda Riacho de Barro, cabeceiras do Rio Embalassaia (Mun. Joaquim Felicio).",-44.2,-17.8,2
SpeciesLink,SPF,47258,Fabaceae,Chamaecrista,Chamaecrista potentilla,CFCR10512,"Scatena, V.L.",1987,4,15,"Barneby, R.C.",1989,2,Brasil,Minas Gerais,Diamantina,,-43.6003,-18.2494,2
SpeciesLink,SPF,62093,Fabaceae,Chamaecrista,Chamaecrista potentilla,CFCR11128,"Zappi, D.C.",1987,7,20,"Concei‹o, A.S.",/04/2003,2,Brasil,Minas Gerais,Serro,,-43.5833,-18.5667,2
SpeciesLink,HUEFS,74351,Fabaceae,Chamaecrista,Chamaecrista rossicorum,539,"Conceição, A.S.",2003,1,9,"Cota, M.M.T.",/12/2016,2,Brasil,Minas Gerais,Gr‹o Mogol,Serra de Gr‹o-Mogol.,-42.589,-18.221,0
SpeciesLink,HUFU,59322,Fabaceae,Chamaecrista,Chamaecrista rossicorum,558,"Franco, I.M.; Araújo, T.Q.",2010,8,7,"Cota, M.M.T.",16/04/2015,2,Brasil,Minas Gerais,Diamantina,"Campus JK da UFVJM, Descendo o lado esquerdo da estrada atr‡s do Api‡rio da Universidade, seguindo em dire‹o a c—rrego Soberbo.",-43.574,-18.213,0
SpeciesLink,UB,127127,Fabaceae,Chamaecrista,Chamaecrista rossicorum,660,"Splett, S.",1994,9,24,"Cota, M.M.T.",29/01/2016,2,Brasil,Minas Gerais,,"Estrada Guind‡-S‹o Jo‹o da Chapada. 15,5km depois do asfalto",-43.833,-18.167,0
SpeciesLink,SPF,216350,Fabaceae,Chamaecrista,Chamaecrista rossicorum,667,"Rando, J.G.",2009,2,4,"Cota, M.M.T.",/10/2015,2,Brasil,Minas Gerais,Congonhas do Norte,"Serra Talhada (setor nordeste da Serra do Cip—), saindo da estrada Congonhas do Norte - Gouveia, ca. 3,7 km NW de Congonhas do Norte, perto da ponte sobre o rio Preto.",-43.71,-18.799,0
JG Rando,SPF,,Fabaceae,Chamaecrista,Chamaecrista rossicorum,726,"Rando, J.G.",2009,2,5,"Rando, J.G.",,2,Brasil,Minas Gerais,Datas,"estrada de Tombador para Datas, ca. 6 km S do entroncamento com a rodovia Datas-Serro (BR259). Afloramento rochoso e campo rupestre.",-43.71,-18.799,0
SpeciesLink,SPF,221961,Fabaceae,Chamaecrista,Chamaecrista rossicorum,739,"Cota, M.M.T.",2014,9,2,"Cota, M.M.T.",/10/2014,2,Brasil,Minas Gerais,Olhos-d'Água,"Parque Nacional das Sempre-Vivas, Entrada do distrito de Macacos; estrada em dire‹o ao norte do parque; sentido Inhacica.",-43.764,-17.842,0
SpeciesLink,HUEFS,75101,Fabaceae,Chamaecrista,Chamaecrista rossicorum,739,"Conceição, A.S.",2003,9,12,"Cota, M.M.T.",/12/2016,2,Brasil,Minas Gerais,Diamantina,Cristais,-43.597,-18.161,0
SpeciesLink,HUEFS,75103,Fabaceae,Chamaecrista,Chamaecrista rossicorum,741,"Conceição, A.S.",2003,9,13,"Cota, M.M.T.",/12/2016,2,Brasil,Minas Gerais,Congonhas do Norte,Ca. 5 km da entrada para Congonhas do Norte. Beira da estrada.,-43.677,-18.594,0
SpeciesLink,HUEFS,112679,Fabaceae,Chamaecrista,Chamaecrista rossicorum,852,"Conceição, A.S.",2004,9,20,"Cota, M.M.T.",/12/2016,2,Brasil,Minas Gerais,Diamantina,"Cristais, Morro do lado direito, depois do rio.",-43.599,-18.167,0
SpeciesLink,UB,127131,Fabaceae,Chamaecrista,Chamaecrista rossicorum,994,"Splett, S.",1995,3,21,"Cota, M.M.T.",29/01/2016,2,Brasil,Minas Gerais,Diamantina,"Estrada Dimantina-Mendanha, 5,5km ao norte de Diamantina",-43.564,-18.185,1
SpeciesLink,SPF,137524,Fabaceae,Chamaecrista,Chamaecrista rossicorum,1005,"Sano, P.T.",1999,7,29,"Rando, J.G.",/01/2014,2,Brasil,Minas Gerais,Diamantina,Cachoeira dos Cristais,-43.6,-18.249,2
SpeciesLink,HUEFS,186836,Fabaceae,Chamaecrista,Chamaecrista rossicorum,1007,"Rando, J.G.",2011,10,12,"Cota, M.M.T.",/12/2016,2,Brasil,Minas Gerais,Gouveia,"Trevo de Gouveia para Datas, vindo de Diamantina ao lado direito da estrada, um pouco antes do trevo.",-43.688,-18.415,1
SpeciesLink,SP,312986,Fabaceae,Chamaecrista,Chamaecrista rossicorum,1048,"Kawasaki, M.L.; Mello-Silva, R.; Rapini, A.",1997,10,2,"Rando, J.G.",1/12/14,2,Brasil,Minas Gerais,Diamantina,"Estrada para o distrito de Mendanha BR 367, ca. 8km de Diamantina, nascentes do c—rrego Palmital, Fazenda Ponte Queimada",-43.554,-18.18,1
JG Rando,BHCB,,Fabaceae,Chamaecrista,Chamaecrista rossicorum,2287,"Viana, P.L.",2006,8,19,"Rando, J.G.",,2,Brasil,Minas Gerais,Concei‹o do Mato Dentro,"Serra da Ferrugem, Fazenda do Toninho",-43.406,-18.998,1
SpeciesLink,US,2281549,Fabaceae,Chamaecrista,Chamaecrista rossicorum,2464,"Irwin, H.S.",1959,1,17,"Souza, A.O.",,2,Brazil,Minas Gerais,Diamantina,"2 km n of diamantina, on old road to mendanha",-43.6,-18.219,1
SpeciesLink,HUEFS,100509,Fabaceae,Chamaecrista,Chamaecrista rossicorum,2888,"Pereira-Silva, G.",1994,9,14,"Cota, M.M.T.",/12/2016,2,Brasil,Minas Gerais,Diamantina,"Rodovia Diamantina - S‹o Gonalo, Km 12.",-43.567,-18.35,2
JG Rando,SP,108357,Fabaceae,Chamaecrista,Chamaecrista rossicorum,8141,"Glassman, S.F.",1965,7,15,"Rando, J.G.",,2,Brasil,Minas Gerais,Diamantina,"Serra do Biribiry, 7- 10 km de Diamantina",-43.557,-18.172,1
Reflora,RB,RB00145338,Fabaceae,Chamaecrista,Chamaecrista rossicorum,22621,"Irwin, H.S.",1969,1,26,Administrador,24/06/2016,2,Brasil,Minas Gerais,Minas Gerais,"Serra do Espinhao - Rocky cerrado ca. 15 km N.E. of Diamantina, on road to Mendanha.",-43.509,-18.165,1
Reflora,MBM,MBM019929,Fabaceae,Chamaecrista,Chamaecrista rossicorum,27919,"Hatschbach, G.",0,0,14,"Barneby, R.",,2,Brazil,Minas Gerais,Diamantina,Ribeir‹o das Pedras,-43.6,-18.249,0
Reflora,RB,RB00145253,Fabaceae,Chamaecrista,Chamaecrista rossicorum,68225,"Hatschbach, G.",1998,7,25,Administrador,1/2/17,2,Brasil,Minas Gerais,Presidente Kubitschek,"Rodovia BR-259, pr—ximo ao trevo para Presidente Kubitschek.",-43.58,-18.575,1
SpeciesLink,SPF,61850,Fabaceae,Chamaecrista,Chamaecrista rossicorum,CFCR11122,"Mello-Silva, R.",1987,7,20,"Rando, J.G.",/01/2014,2,Brasil,Minas Gerais,Serro,"Trinta RŽis. Data-Serra (MG 2) km 433. ""Inselberg"" a beira da rodovia.",-43.583,-18.567,0
Reflora,HUFU,HUFU00008296,Fabaceae,Chamaecrista,Chamaecrista rossicorum,179,"Yamagishi-Costa, J.",2010,9,23,"Cota, M.M.T.",24/05/2015,1,Brasil,Minas Gerais,Diamantina,Estrada Diamantina-Gouveia ca.7km da cidade de Diamantina. Campo rupestre.,-43.669,-18.361,0
SpeciesLink,HUEFS,193116,Fabaceae,Chamaecrista,Chamaecrista rossicorum,449,"Quaresma, A.S.",2012,9,25,"Cota, M.M.T.",/12/2016,1,Brasil,Minas Gerais,Serro,Estrada de Milho Verde para Capivari.,-43.447,-18.449,0
SpeciesLink,HUEFS,234170,Fabaceae,Chamaecrista,Chamaecrista rossicorum,569,"Cota, M.M.T.",2010,8,7,"Cota, M.M.T.",/03/2017,1,Brasil,Minas Gerais,Diamantina,"Campus JK da UFVJM. Descendo o lado esquerdo da estrada de terra atr‡s do Api‡rio, em dire‹o ao c—rrego Soberbo.",-43.568,-18.199,0
SpeciesLink,SPF,222006,Fabaceae,Chamaecrista,Chamaecrista rossicorum,666,"Cota, M.M.T.",2014,1,13,"Cota, M.M.T.",13/01/2014,1,Brasil,Minas Gerais,Serro,Boa Vista de Lages. 3;8 km na estrada entre a rodovia Datas-Serro (BR 259) e Boa Vista de lages.,-43.575,-18.546,0
SpeciesLink,SPF,216353,Fabaceae,Chamaecrista,Chamaecrista rossicorum,673,"Rando, J.G.",2009,2,4,"Cota, M.M.T.",/10/2015,1,Brasil,Minas Gerais,Congonhas do Norte,"Serra Talhada (setor nordeste da Serra do Cip—), saindo da estrada Congonhas do Norte - Gouveia, ca. 3,7 km NW de Congonhas do Norte, perto da ponte sobre o rio Preto.",-43.71,-18.799,0
SpeciesLink,SPF,221962,Fabaceae,Chamaecrista,Chamaecrista rossicorum,737,"Cota, M.M.T.",2014,9,2,"Cota, M.M.T.",/10/2014,1,Brasil,Minas Gerais,Olhos-d'çgua,"Parque Nacional das Sempre-Vivas, Entrada do distrito de Macacos; estrada em dire‹o ao norte do parque; sentido Inhacica.",-43.764,-17.842,0
SpeciesLink,SPF,221960,Fabaceae,Chamaecrista,Chamaecrista rossicorum,758,"Cota, M.M.T.",2014,9,3,"Cota, M.M.T.",/10/2014,1,Brasil,Minas Gerais,Buen—polis,"Parque Nacional das Sempre-Vivas, Entrada do distrito de Macacos; trilha pr—ximo ao rio Jequita’; na divisa com a cidade de Bocaiúva.",-43.87,-17.93,0
SpeciesLink,HUEFS,186873,Fabaceae,Chamaecrista,Chamaecrista rossicorum,1045,"Rando, J.G.",2011,10,16,"Cota, M.M.T.",/12/2016,1,Brasil,Minas Gerais,Santana de Pirapama,"Serra do Cip—. Vilarejo de Inhame. Trilha da Senhorinha, no primeiro platô. Pr—ximo à Cachoeira à direita do paltô.",-43.752,-18.969,1
Reflora,HUFU,HUFU00008298,Fabaceae,Chamaecrista,Chamaecrista rossicorum,1168,"Rosa, P.O.",2008,9,23,"Cota, M.M.T.",16/04/2015,1,Brasil,Minas Gerais,Diamantina,Estrada Gouveia - Curvelo Cerca de 20 km de Diamantina. Campo rupestre.,-43.854,-18.56,0
SpeciesLink,HUFABC,1315,Fabaceae,Chamaecrista,Chamaecrista rossicorum,1850,"Costa, F.N.; Sano, P.T.; Silva, R.R.; Fonseca, S.N.",2016,4,28,"Cota, M.M.T.",,1,Brasil,Minas Gerais,Olhos-d'çgua,"Parque Nacional das Sempre Vivas, Trilha do TelŽgrafo, Campo Jo‹o Alves. Bacia do Rio Jequitinhonha. Campo Rupestre.",-43.7,-17.733,0
SpeciesLink,HUFU,52296,Fabaceae,Chamaecrista,Chamaecrista rossicorum,8080,"Romero, R.; Mello, F.N.A.; Rosa, P.O. & Soares, P.N.",2008,9,23,"Cota, M.M.T.",16/04/2015,1,Brasil,Minas Gerais,Diamantina,"Estrada Diamantina - Curvelo, Cerca de 15 km de Gouveia.",-43.835,-18.56,0
SpeciesLink,UB,127158,Fabaceae,Chamaecrista,Chamaecrista rossicorum,21881,"Irwin, H.S.",1969,1,13,"Cota, M.M.T.",29/01/2016,1,Brasil,Minas Gerais,Gouveia,Ca. 27km SW of Diamantina on road to Gouveia,-43.715,-18.42,1
SpeciesLink,UB,127123,Fabaceae,Chamaecrista,Chamaecrista rossicorum,35303,"Anderson, W.R.",1972,2,3,"Cota, M.M.T.",29/01/2016,1,Brasil,Minas Gerais,Datas,About 8km N of Gouveia on road to Diamantina,-43.68,-18.413,1
SpeciesLink,OUPR,27766,Fabaceae,Chamaecrista,Chamaecrista rotundata,80,"Vieira, L.G.M.; Fortuna-Perez, A.P.; Cândido, E.S.; Viana, I.B. & Schwartsburd, P.B.",2013,12,8,"Cota, M.M.T.",27/05/2014,1,Brasil,Minas Gerais,S‹o Gonalo do Rio Preto,"Parque Estadual do Rio Preto, Vau Bravo. Cerrado",-43.3315,-18.1084,0
Reflora,SPF,SPF00225126,Fabaceae,Chamaecrista,Chamaecrista rotundata,88,"Cota, M.M.T.",2011,6,1,Administrador,6/8/19,2,Brasil,Minas Gerais,Diamantina,,-43.61,-18.2072,0
SpeciesLink,SPF,225130,Fabaceae,Chamaecrista,Chamaecrista rotundata,104,"Cota, M.M.T.",2011,6,28,"Cota, M.M.T.",,2,Brasil,Minas Gerais,Diamantina,Diamantina/Curralinho.,-43.6532,-18.2135,0
SpeciesLink,HUFABC,1309,Fabaceae,Chamaecrista,Chamaecrista rotundata,198,"Quaresma; Gonçalves, D.J.P. ; Roque, N.",2010,6,27,"Cota, M.M.T.",,1,Brasil,Minas Gerais,Diamantina,"Parque Estadual do Biribiri, Cachoeira da Sentinela, campo rupestre.",-43.6233,-18.2069,0
SpeciesLink,OUPR,18982,Fabaceae,Chamaecrista,Chamaecrista rotundata,239,"Dutra, V.F.; Pereira, O.L.",2004,6,17,"Dutra, V.F.",17/06/2004,2,Brasil,Minas Gerais,Ouro Preto,Parque Estadual do Itacolomi,-43.5013,-20.4269,1
SpeciesLink,HUFU,58178,Fabaceae,Chamaecrista,Chamaecrista rotundata,242,"Hemsing, P.K.B.; Hemsing, P.K.B.; Soares, P.N.; Deus, F.F. & Marzineck, J.",2010,9,21,"Rando, J.G.",24/05/2012,2,Brasil,Minas Gerais,Diamantina,"Parque Estadual do Biribiri, Cachoeira dos Cristais.",-43.6019,-18.1617,0
SpeciesLink,OUPR,18979,Fabaceae,Chamaecrista,Chamaecrista rotundata,257,"Dutra, V.F.; Lima, L.C.P. & Carvalho, A.F.",2004,8,3,"Dutra, V.F.",3/8/04,2,Brasil,Minas Gerais,Ouro Preto,Parque Estadual do Itacolomi,-43.5053,-20.4177,0
Reflora,SPF,SPF00225128,Fabaceae,Chamaecrista,Chamaecrista rotundata,354,"Cota, M.M.T.",2012,4,29,Administrador,6/8/19,1,Brasil,Minas Gerais,Diamantina,12 km do trevo do Biribiri sentido Couto Magalh‹es.,-43.4228,-18.1158,0
SpeciesLink,HUFABC,1327,Fabaceae,Chamaecrista,Chamaecrista rotundata,380,"Cota, M M T; Watanabe, M.T.C.; Baleeiro, P. ; Rando, J.G.",2012,6,10,NA,,1,Brasil,Minas Gerais,Diamantina,12km do trevo do Biribiri sentido Couto Magalh‹es. Campo rupestre,-43.3347,-18.1047,0
Reflora,SPF,SPF00142728,Fabaceae,Chamaecrista,Chamaecrista rotundata,410,"Fiaschi, P.",2000,8,1,Administrador,6/8/19,2,Brasil,Minas Gerais,Diamantina,,-43.08,-18.06,2
SpeciesLink,BHZB,8569,Fabaceae,Chamaecrista,Chamaecrista rotundata,414,"Andrade, I.R. ",2012,5,16,"Rando, J.G.",2013/01/,1,Brasil,MG,Santana do Riacho,RPPN Brumas do Espinhao e Ermo dos Gerais,-43.7094,-19.0425,0
SpeciesLink,ESA,120863,Fabaceae,Chamaecrista,Chamaecrista rotundata,453,"Delfini, C.",2012,5,14,"Cota, M.M.T.",10/11/14,1,Brasil,Minas Gerais,S‹o Gonalo do Rio Preto,"Parque Estadual do Rio Preto, proximidades da prainha.",-43.345,-18.116,0
Reflora,RB,RB00650981,Fabaceae,Chamaecrista,Chamaecrista rotundata,500,"Saddi, E.M.",2011,5,2,Administrador,28/05/2019,2,Brasil,Minas Gerais,Monte Azul,Serra da Formoso em frente ao Pico da Formosa.,-44.5914,-21.3056,2
SpeciesLink,ESA,70743,Fabaceae,Chamaecrista,Chamaecrista rotundata,540,"Farah, F.T.",1998,12,,"Rando, J.G.",2009,2,Brasil,Minas Gerais,Patroc’nio,,-43.743,-18.0585,1
JG Rando,NY,960990,Fabaceae,Chamaecrista,Chamaecrista rotundata,546,"Pohl, J.B.E. ",NA,,s.d,"Rando, J.G.",,2,Brasil,Minas Gerais,S‹o Jo‹o Del Rey,,-44.2617,-21.1358,2
SpeciesLink,SPF,208987,Fabaceae,Chamaecrista,Chamaecrista rotundata,632,"Borges, L.M.; Loeuille, B.; Watanabe, M.T.C.",2012,4,25,"Rando, J.G.",25/03/2013,1,Brasil,Minas Gerais,Diamantina,"Estrada MG 220, Diamantina#?#Conselheiro Mata, a 4 km da rodovia BR 367, margem esquerda.",-43.7124,-18.2762,2
Reflora,SPF,SPF00221914,Fabaceae,Chamaecrista,Chamaecrista rotundata,676,"Cota, M.M.T.",2014,1,15,Administrador,6/8/19,1,Brasil,Minas Gerais,Buen—polis,"Parque Nacional das Sempre-Vivas, Entrada do distrito de Macacos; trilha pr—ximo ao rio Jequita’; na divisa com a cidade de Bocaiúva.",-43.3214,-18.1139,0
Reflora,SPF,SPF00208976,Fabaceae,Chamaecrista,Chamaecrista rotundata,699,"Borges, L.M.",2012,4,30,Administrador,6/8/19,1,Brasil,Minas Gerais,Diamantina,"Parque Estadual do Biribiri, Ca. 3 km de Diamantina, sentido Biribiri.",-43.4697,-18.1242,2
SpeciesLink,SPF,221913,Fabaceae,Chamaecrista,Chamaecrista rotundata,701,"Cota, M.M.T.",2014,3,28,"Cota, M.M.T.",10/3/15,1,Brasil,Minas Gerais,S‹o Gonalo do Rio Preto,"Parque Estadual do Rio Preto, Trilha para as corredeiras.",-43.3344,-18.1339,0
SpeciesLink,SPF,226125,Fabaceae,Chamaecrista,Chamaecrista rotundata,726,"Franco, I.M.",2011,4,7,"Cota, M.M.T.",2018/04/,1,Brasil,Minas Gerais,Rio Vermelho,Pr—ximo à Serra do Ambr—sio.,-43.04,-18.0722,0
SpeciesLink,SPF,221964,Fabaceae,Chamaecrista,Chamaecrista rotundata,746,"Cota, M.M.T.",2014,9,2,"Cota, M.M.T.",2014/10/,1,Brasil,Minas Gerais,Bocaiœva,"Parque Nacional das Sempre-Vivas, Entrada do distrito de Macacos; estrada sentido norte do parque; pr—ximo ao rio Jequita’.",-43.7556,-17.9082,0
SpeciesLink,SPF,221963,Fabaceae,Chamaecrista,Chamaecrista rotundata,768,"Cota, M.M.T.",2014,9,3,"Cota, M.M.T.",2014/10/,1,Brasil,Minas Gerais,Buen—polis,"Parque Nacional das Sempre-Vivas, Entrada do distrito de Macacos; trilha pr—ximo ao rio Jequita’; na divisa com a cidade de Bocaiúva.",-43.837,-17.9417,0
SpeciesLink,SPF,221966,Fabaceae,Chamaecrista,Chamaecrista rotundata,780,"Cota, M.M.T.",2014,9,4,"Cota, M.M.T.",2014/10/,1,Brasil,Minas Gerais,Buen—polis,"Parque Nacional das Sempre-Vivas, Entrada do distrito de Macacos; trilha margeando o rio Jequita’; na divisa com a cidade de Bocaiúva.",-43.7883,-17.8939,0
SpeciesLink,SPF,221965,Fabaceae,Chamaecrista,Chamaecrista rotundata,782,"Cota, M.M.T.",2014,9,4,"Cota, M.M.T.",2014/10/,1,Brasil,Minas Gerais,Buen—polis,"Parque Nacional das Sempre-Vivas, Entrada do distrito de Macacos; trilha margeando o rio Jequita’; na divisa com a cidade de Bocaiúva.",-43.7787,-17.9035,0
SpeciesLink,SPF,221967,Fabaceae,Chamaecrista,Chamaecrista rotundata,804,"Cota, M.M.T.",2014,11,26,"Cota, M.M.T.",2015/08/,1,Brasil,Minas Gerais,Olhos-d'çgua,"Parque Nacional das Sempre-Vivas, Fazenda Álamo.",-43.7669,-17.6376,0
Reflora,RB,RB00605519,Fabaceae,Chamaecrista,Chamaecrista rotundata,825,"Rando, J.G.",2009,11,28,Administrador,28/05/2019,2,Brazil,Minas Gerais,,"Rio Vermelho. Pedra Menina, Morro do Ambrosio",-43.7422,-19.0664,0
