bibliographicCitation,collectionCode,catalogNumber,scientificName,recordNumber,recordedBy,year,month,day,identifiedBy,dateIdentified,det_ok,country,stateProvince,municipality,locality,decimalLongitude,decimalLatitude,Georef,Qual_data
SpeciesLink,HUEFS,186836,Chamaecrista rossicorum,1007,"Rando, J.G.",2011,10,12,"Cota, M.M.T.",/12/2016,2,Brasil,Minas Gerais,Gouveia,"Trevo de Gouveia para Datas, vindo de Diamantina ao lado direito da estrada, um pouco antes do trevo.","-43,688","-18,415",1,1
SpeciesLink,SP,312986,Chamaecrista rossicorum,1048,"Kawasaki, M.L.; Mello-Silva, R.; Rapini, A.",1997,10,2,"Rando, J.G.",1/12/2014,2,Brasil,Minas Gerais,Diamantina,"Estrada para o distrito de Mendanha BR 367, ca. 8km de Diamantina, nascentes do córrego Palmital, Fazenda Ponte Queimada","-43,554","-18,18",1,1
J.G. Rando,BHCB,,Chamaecrista rossicorum,2287,"Viana, P.L.",2006,8,19,"Rando, J.G.",,2,Brasil,Minas Gerais,Conceição do Mato Dentro,"Serra da Ferrugem, Fazenda do Toninho","-43,406","-18,998",1,1
SpeciesLink,US,2281549,Chamaecrista rossicorum,2464,"Irwin, H.S.",1959,1,17,"Souza, A.O.",//,2,Brazil,Minas Gerais,Diamantina,"2 km n of diamantina, on old road to mendanha","-43,6","-18,219",1,1
SpeciesLink,HUEFS,100509,Chamaecrista rossicorum,2888,"Pereira-Silva, G.",1994,9,14,"Cota, M.M.T.",/12/2016,2,Brasil,Minas Gerais,Diamantina,"Rodovia Diamantina - São Gonçalo, Km 12.","-43,567","-18,35",2,1
J.G. Rando,SP,108357,Chamaecrista rossicorum,8141,"Glassman, S.F.",1965,7,15,"Rando, J.G.",,2,Brasil,Minas Gerais,Diamantina,"Serra do Biribiry, 7- 10 km de Diamantina","-43,557","-18,172",1,1
Reflora,RB,RB00145338,Chamaecrista rossicorum,22621,"Irwin, H.S.",1969,1,26,Administrador,24/06/2016,2,Brasil,Minas Gerais,Minas Gerais,"Serra do Espinhaço - Rocky cerrado ca. 15 km N.E. of Diamantina, on road to Mendanha.","-43,509","-18,165",1,1
Reflora,MBM,MBM019929,Chamaecrista rossicorum,27919,"Hatschbach, G.",0,0,14,"Barneby, R.",,2,Brazil,Minas Gerais,Diamantina,Ribeirão das Pedras,"-43,6","-18,249",0,1
Reflora,RB,RB00145253,Chamaecrista rossicorum,68225,"Hatschbach, G.",1998,7,25,Administrador,1/2/2017,2,Brasil,Minas Gerais,Presidente Kubitschek,"Rodovia BR-259, próximo ao trevo para Presidente Kubitschek.","-43,58","-18,575",1,1
SpeciesLink,SPF,61850,Chamaecrista rossicorum,CFCR11122,"Mello-Silva, R.",1987,7,20,"Rando, J.G.",/01/2014,2,Brasil,Minas Gerais,Serro,"Trinta Réis. Data-Serra (MG 2) km 433. ""Inselberg"" a beira da rodovia.","-43,583","-18,567",0,1
Reflora,HUFU,HUFU00008296,Chamaecrista rossicorum,179,"Yamagishi-Costa, J.",2010,9,23,"Cota, M.M.T.",24/05/2015,1,Brasil,Minas Gerais,Diamantina,Estrada Diamantina-Gouveia ca.7km da cidade de Diamantina. Campo rupestre.,"-43,669","-18,361",0,1
SpeciesLink,HUEFS,193116,Chamaecrista rossicorum,449,"Quaresma, A.S.",2012,9,25,"Cota, M.M.T.",/12/2016,1,Brasil,Minas Gerais,Serro,Estrada de Milho Verde para Capivari.,"-43,447","-18,449",0,1
SpeciesLink,HUEFS,234170,Chamaecrista rossicorum,569,"Cota, M.M.T.",2010,8,7,"Cota, M.M.T.",/03/2017,1,Brasil,Minas Gerais,Diamantina,"Campus JK da UFVJM. Descendo o lado esquerdo da estrada de terra atrás do Apiário, em direção ao córrego Soberbo.","-43,568","-18,199",0,1
SpeciesLink,SPF,222006,Chamaecrista rossicorum,666,"Cota, M.M.T.",2014,1,13,"Cota, M.M.T.",13/01/2014,1,Brasil,Minas Gerais,Serro,Boa Vista de Lages. 3;8 km na estrada entre a rodovia Datas-Serro (BR 259) e Boa Vista de lages.,"-43,575","-18,546",0,1
SpeciesLink,SPF,216353,Chamaecrista rossicorum,673,"Rando, J.G.",2009,2,4,"Cota, M.M.T.",/10/2015,1,Brasil,Minas Gerais,Congonhas do Norte,"Serra Talhada (setor nordeste da Serra do Cipó), saindo da estrada Congonhas do Norte - Gouveia, ca. 3,7 km NW de Congonhas do Norte, perto da ponte sobre o rio Preto.","-43,71","-18,799",0,1
SpeciesLink,SPF,221962,Chamaecrista rossicorum,737,"Cota, M.M.T.",2014,9,2,"Cota, M.M.T.",/10/2014,1,Brasil,Minas Gerais,Olhos-d'Água,"Parque Nacional das Sempre-Vivas, Entrada do distrito de Macacos; estrada em direção ao norte do parque; sentido Inhacica.","-43,764","-17,842",0,1
SpeciesLink,SPF,221960,Chamaecrista rossicorum,758,"Cota, M.M.T.",2014,9,3,"Cota, M.M.T.",/10/2014,1,Brasil,Minas Gerais,Buenópolis,"Parque Nacional das Sempre-Vivas, Entrada do distrito de Macacos; trilha próximo ao rio Jequitaí; na divisa com a cidade de Bocaiúva.","-43,87","-17,93",0,1
SpeciesLink,HUEFS,186873,Chamaecrista rossicorum,1045,"Rando, J.G.",2011,10,16,"Cota, M.M.T.",/12/2016,1,Brasil,Minas Gerais,Santana de Pirapama,"Serra do Cipó. Vilarejo de Inhame. Trilha da Senhorinha, no primeiro platô. Próximo à Cachoeira à direita do paltô.","-43,752","-18,969",1,1
Reflora,HUFU,HUFU00008298,Chamaecrista rossicorum,1168,"Rosa, P.O.",2008,9,23,"Cota, M.M.T.",16/04/2015,1,Brasil,Minas Gerais,Diamantina,Estrada Gouveia - Curvelo Cerca de 20 km de Diamantina. Campo rupestre.,"-43,854","-18,56",0,1
SpeciesLink,HUFABC,1315,Chamaecrista rossicorum,1850,"Costa, F.N.; Sano, P.T.; Silva, R.R.; Fonseca, S.N.",2016,4,28,"Cota, M.M.T.",//,1,Brasil,Minas Gerais,Olhos d' Água,"Parque Nacional das Sempre Vivas, Trilha do Telégrafo, Campo João Alves. Bacia do Rio Jequitinhonha. Campo Rupestre.","-43,7","-17,733",0,1
SpeciesLink,HUFU,52296,Chamaecrista rossicorum,8080,"Romero, R.; Mello, F.N.A.; Rosa, P.O. & Soares, P.N.",2008,9,23,"Cota, M.M.T.",16/04/2015,1,Brasil,Minas Gerais,Diamantina,"Estrada Diamantina - Curvelo, Cerca de 15 km de Gouveia.","-43,835","-18,56",0,1
SpeciesLink,UB,127158,Chamaecrista rossicorum,21881,"Irwin, H.S.",1969,1,13,"Cota, M.M.T.",29/01/2016,1,Brasil,Minas Gerais,Gouveia,Ca. 27km SW of Diamantina on road to Gouveia,"-43,715","-18,42",1,1
SpeciesLink,UB,127123,Chamaecrista rossicorum,35303,"Anderson, W.R.",1972,2,3,"Cota, M.M.T.",29/01/2016,1,Brasil,Minas Gerais,Datas,About 8km N of Gouveia on road to Diamantina,"-43,68","-18,413",1,1
SpeciesLink,OUPR,27766,Chamaecrista rotundata,80,"Vieira, L.G.M.; Fortuna-Perez, A.P.; Cândido, E.S.; Viana, I.B. & Schwartsburd, P.B.",2013,12,8,"Cota, M.M.T.",27/05/2014,1,Brasil,Minas Gerais,São Gonçalo do Rio Preto,"Parque Estadual do Rio Preto, Vau Bravo. Cerrado","-433,315","-181,084",0,1
Reflora,SPF,SPF00225126,Chamaecrista rotundata,88,"Cota, M.M.T.",2011,6,1,Administrador,6/8/2019,2,Brasil,Minas Gerais,Diamantina,,"-43,61","-182,072",0,1
SpeciesLink,SPF,225130,Chamaecrista rotundata,104,"Cota, M.M.T.",2011,6,28,"Cota, M.M.T.",//,2,Brasil,Minas Gerais,Diamantina,Diamantina/Curralinho.,"-436,532","-182,135",0,1
SpeciesLink,HUFABC,1309,Chamaecrista rotundata,198,"Quaresma; Gonçalves, D.J.P. ; Roque, N.",2010,6,27,"Cota, M.M.T.",//,1,Brasil,Minas Gerais,Diamantina,"Parque Estadual do Biribiri, Cachoeira da Sentinela, campo rupestre.","-436,233","-182,069",0,1
SpeciesLink,OUPR,18982,Chamaecrista rotundata,239,"Dutra, V.F.; Pereira, O.L.",2004,6,17,"Dutra, V.F.",17/06/2004,2,Brasil,Minas Gerais,Ouro Preto,Parque Estadual do Itacolomi,"-435,013","-204,269",1,1
SpeciesLink,HUFU,58178,Chamaecrista rotundata,242,"Hemsing, P.K.B.; Hemsing, P.K.B.; Soares, P.N.; Deus, F.F. & Marzineck, J.",2010,9,21,"Rando, J.G.",24/05/2012,2,Brasil,Minas Gerais,Diamantina,"Parque Estadual do Biribiri, Cachoeira dos Cristais.","-436,019","-181,617",0,1
SpeciesLink,OUPR,18979,Chamaecrista rotundata,257,"Dutra, V.F.; Lima, L.C.P. & Carvalho, A.F.",2004,8,3,"Dutra, V.F.",3/8/2004,2,Brasil,Minas Gerais,Ouro Preto,Parque Estadual do Itacolomi,"-435,053","-204,177",0,1
Reflora,SPF,SPF00225128,Chamaecrista rotundata,354,"Cota, M.M.T.",2012,4,29,Administrador,6/8/2019,1,Brasil,Minas Gerais,Diamantina,12 km do trevo do Biribiri sentido Couto Magalhães.,"-434,228","-181,158",0,1
SpeciesLink,HUFABC,1327,Chamaecrista rotundata,380,"Cota, M M T; Watanabe, M.T.C.; Baleeiro, P. ; Rando, J.G.",2012,6,10,,//,1,Brasil,Minas Gerais,Diamantina,12km do trevo do Biribiri sentido Couto Magalhães. Campo rupestre,"-433,347","-181,047",0,1
Reflora,SPF,SPF00142728,Chamaecrista rotundata,410,"Fiaschi, P.",2000,8,1,Administrador,6/8/2019,2,Brasil,Minas Gerais,Diamantina,,"-43,08","-18,06",2,1
SpeciesLink,BHZB,8569,Chamaecrista rotundata,414,"Andrade, I.R.",2012,5,16,"Rando, J.G.",2013/01/,1,Brasil,MG,Santana do Riacho,RPPN Brumas do Espinhaço e Ermo dos Gerais,"-437,094","-190,425",0,1
SpeciesLink,ESA,120863,Chamaecrista rotundata,453,"Delfini, C.",2012,5,14,"Cota, M.M.T.",10/11/2014,1,Brasil,Minas Gerais,São Gonçalo do Rio Preto,"Parque Estadual do Rio Preto, proximidades da prainha.","-43,345","-18,116",0,1
Reflora,RB,RB00650981,Chamaecrista rotundata,500,"Saddi, E.M.",2011,5,2,Administrador,28/05/2019,2,Brasil,Minas Gerais,Monte Azul,Serra da Formoso em frente ao Pico da Formosa.,"-445,914","-213,056",2,1
SpeciesLink,ESA,70743,Chamaecrista rotundata,540,"Farah, F.T.",1998,12,,"Rando, J.G.",2009//,2,Brasil,Minas Gerais,Patrocínio,,"-43,743","-180,585",1,1
J.G. Rando,NY,960990,Chamaecrista rotundata,546,"Pohl, J.B.E.",,,s.d,"Rando, J.G.",,2,Brasil,Minas Gerais,São João Del Rey,,"-442,617","-211,358",2,1
SpeciesLink,SPF,208987,Chamaecrista rotundata,632,"Borges, L.M.; Loeuille, B.; Watanabe, M.T.C.",2012,4,25,"Rando, J.G.",25/03/2013,1,Brasil,Minas Gerais,Diamantina,"Estrada MG 220, Diamantina#?#Conselheiro Mata, a 4 km da rodovia BR 367, margem esquerda.","-437,124","-182,762",2,1
Reflora,SPF,SPF00221914,Chamaecrista rotundata,676,"Cota, M.M.T.",2014,1,15,Administrador,6/8/2019,1,Brasil,Minas Gerais,Buenópolis,"Parque Nacional das Sempre-Vivas, Entrada do distrito de Macacos; trilha próximo ao rio Jequitaí; na divisa com a cidade de Bocaiúva.","-433,214","-181,139",0,1
Reflora,SPF,SPF00208976,Chamaecrista rotundata,699,"Borges, L.M.",2012,4,30,Administrador,6/8/2019,1,Brasil,Minas Gerais,Diamantina,"Parque Estadual do Biribiri, Ca. 3 km de Diamantina, sentido Biribiri.","-434,697","-181,242",2,1
SpeciesLink,SPF,221913,Chamaecrista rotundata,701,"Cota, M.M.T.",2014,3,28,"Cota, M.M.T.",10/3/2015,1,Brasil,Minas Gerais,São Gonçalo do Rio Preto,"Parque Estadual do Rio Preto, Trilha para as corredeiras.","-433,344","-181,339",0,1
SpeciesLink,SPF,226125,Chamaecrista rotundata,726,"Franco, I.M.",2011,4,7,"Cota, M.M.T.",2018/04/,1,Brasil,Minas Gerais,Rio Vermelho,Próximo à Serra do Ambrósio.,"-43,04","-180,722",0,1
SpeciesLink,SPF,221964,Chamaecrista rotundata,746,"Cota, M.M.T.",2014,9,2,"Cota, M.M.T.",2014/10/,1,Brasil,Minas Gerais,Bocaiúva,"Parque Nacional das Sempre-Vivas, Entrada do distrito de Macacos; estrada sentido norte do parque; próximo ao rio Jequitaí.","-437,556","-179,082",0,1
SpeciesLink,SPF,221963,Chamaecrista rotundata,768,"Cota, M.M.T.",2014,9,3,"Cota, M.M.T.",2014/10/,1,Brasil,Minas Gerais,Buenópolis,"Parque Nacional das Sempre-Vivas, Entrada do distrito de Macacos; trilha próximo ao rio Jequitaí; na divisa com a cidade de Bocaiúva.","-43,837","-179,417",0,1
SpeciesLink,SPF,221966,Chamaecrista rotundata,780,"Cota, M.M.T.",2014,9,4,"Cota, M.M.T.",2014/10/,1,Brasil,Minas Gerais,Buenópolis,"Parque Nacional das Sempre-Vivas, Entrada do distrito de Macacos; trilha margeando o rio Jequitaí; na divisa com a cidade de Bocaiúva.","-437,883","-178,939",0,1
SpeciesLink,SPF,221965,Chamaecrista rotundata,782,"Cota, M.M.T.",2014,9,4,"Cota, M.M.T.",2014/10/,1,Brasil,Minas Gerais,Buenópolis,"Parque Nacional das Sempre-Vivas, Entrada do distrito de Macacos; trilha margeando o rio Jequitaí; na divisa com a cidade de Bocaiúva.","-437,787","-179,035",0,1
SpeciesLink,SPF,221967,Chamaecrista rotundata,804,"Cota, M.M.T.",2014,11,26,"Cota, M.M.T.",2015/08/,1,Brasil,Minas Gerais,Olhos-d'Água,"Parque Nacional das Sempre-Vivas, Fazenda Álamo.","-437,669","-176,376",0,1
Reflora,RB,RB00605519,Chamaecrista rotundata,825,"Rando, J.G.",2009,11,28,Administrador,28/05/2019,2,Brazil,Minas Gerais,,"Rio Vermelho. Pedra Menina, Morro do Ambrosio","-437,422","-190,664",0,1
J.G. Rando,BHCB,107193,Chamaecrista rotundata,847,"Almeida, T.E.",2007,4,29,"Rando, J.G.",,2,Brasil,Minas Gerais,Bocaiúvas,"Parque Nacional das Sempre Vivas.  Caminho entre Campos de São Domingos e a Serra do Landi, passando pelo córrego do Landi","-437,105","-179,467",1,1
SpeciesLink,SPF,178477,Chamaecrista rotundata,925,"Rando, J.G.",2009,11,28,"Rando, J.G.",2009/11/,1,Brasil,Minas Gerais,Santana do Riacho,Serra do Cipó,"-437,424","-190,521",0,1
SpeciesLink,SPF,210407,Chamaecrista rotundata,940,"Rando, J.G.",2010,3,11,"Rando, J.G.",2010/03/,1,Brasil,Minas Gerais,Santana do Riacho,"Serra do Cipó, Trilha do João Carrinho, ao sul do Rio das Pedras.","-437,351","-190,449",2,1
SpeciesLink,OUPR,27470,Chamaecrista rotundata,1041,"Cândido, E.S.; Fortuna-Perez, A.P.; Bezerra, L.M.P.A. & Ferreira, L.",2012,5,18,"Cota, M.M.T.",27/05/2014,1,Brasil,Minas Gerais,São Gonçalo do Rio Preto,"Parque Estadual do Rio Preto, Coletana na trilha para Cachoeira do Crioulo. Cerrado/Campo rupestre quartizítico","-433,545","-181,554",0,1
SpeciesLink,UEC,120427,Chamaecrista rotundata,1121,"Semir, J.; Mansanares, M.E.; Belinello, R.",2001,6,20,"Rando, J.G.",2013/12/,1,Brazil,Minas Gerais,Diamantina,"Estrada para Conselheiro da Mata, km 188-189","-437,128","-182,926",0,1
SpeciesLink,SPF,211420,Chamaecrista rotundata,1144,"Rando, J.G.; Nogueira, A.",2012,1,12,"Rando, J.G.",12/1/2012,2,Brasil,Minas Gerais,Diamantina,"Parque Estadual do Biribiri, Ca. 3 km de Diamantina, sentido Biribiri.","-436,266","-181,928",0,1
SpeciesLink,SPF,211445,Chamaecrista rotundata,1145,"Rando, J.G.; Nogueira, A.",2012,1,12,"Rando, J.G.",12/1/2012,2,Brasil,Minas Gerais,Diamantina,"Estrada Diamantina - Couto Magalhães, ca. 12 km de Diamantina.","-435,375","-181,845",0,1
J.G. Rando,SPF,,Chamaecrista rotundata,1151,"Rando, J.G.",2012,1,11,"Rando, J.G.",,2,Brasil,Minas Gerais,Diamantina,"estrada Diamantina  Couto Magalhães, 14 km de Diamantina","-435,087","-18,139",1,1
Reflora,MBM,MBM383790,Chamaecrista rotundata,1212,"Brotto, M.L.",2013,4,28,"Azevedo, F.P.",--/10/2013,2,Brazil,Minas Gerais,Diamantina,Serra do Espinhaço,"-430,439","-181,294",2,1
SpeciesLink,SPF,216282,Chamaecrista rotundata,1232,"Rando, J.G.",2012,6,9,"Rando, J.G.",9/6/2012,1,Brasil,Minas Gerais,Diamantina,Biribiri. Início da subida para a Cachoeira da Sentinela.,"-433,708","-181,058",0,1
SpeciesLink,SPF,216281,Chamaecrista rotundata,1236,"Rando, J.G.",2012,6,10,"Rando, J.G.",10/6/2012,1,Brasil,Minas Gerais,Diamantina,"Estrada Diamantina - Couto Magalhães, ca. 12 km de Diamantina.","-433,214","-181,103",2,1
SpeciesLink,HUEFS,90610,Chamaecrista rotundata,1333,"van den Berg, C.",2004,2,17,"Queiroz, L.P.",2011/04/,1,Brasil,Minas Gerais,Tiradentes,Serra de São José.,"-441,997","-211,053",0,1
SpeciesLink,BHZB,9111,Chamaecrista rotundata,1449,"Fernandes, M.G.C. et al.",2012,7,10,"Rando, J.G.",2013/01/,1,Brasil,MG,Santana do Riacho,RPPN Brumas do Espinhaço e Ermo do GeraIs,"-437,094","-190,425",0,1
SpeciesLink,HUEFS,149353,Chamaecrista rotundata,2443,"Cardoso, D.",2009,3,30,"Queiroz, L.P.",2011/04/,1,Brasil,Minas Gerais,Itamarandiba,"Serra do Ambrósio. Saindo de Itamarandiba, segue na estrada asfaltada em direção a Colina; após 3,5 Km, dobrar à direita em estrada de terra para o ""aeroporto""; após 1,3 Km a estrada se divide em quatro, segue pela segunda estrada à direita sentido Tromba","-429,364","-180,017",0,1
J.G. Rando,"NY, US",,Chamaecrista rotundata,2470,"Irwin, H.S.",1959,1,17,"Rando, J.G.",,2,Brasil,Minas Gerais,Diamantina,16 km N. of Diamantina on old road to Mendanha.,"-435,022","-181,597",1,1
J.G. Rando,"NY, US",960864,Chamaecrista rotundata,2475,"Irwin, H.S.",1959,1,17,"Rando, J.G.",,2,Brasil,Minas Gerais,Diamantina,29 km N. of Diamantina on old road to Mendanha.,"-435,169","-181,215",1,1
J.G. Rando,"NY, US",,Chamaecrista rotundata,2483,"Irwin, H.S.",1959,1,18,"Rando, J.G.",,2,Brasil,Minas Gerais,Diamantina,15 km W. of Diamantina on road to Conselheiro Mata.,"-437,423","-182,927",1,1
SpeciesLink,TEPB,17714,Chamaecrista rotundata,2852,"Silva, G.P.",1994,9,13,"Silva, G.P.",1994/09/,1,Brasil,Minas Gerais,Diamantina,Rio Jequeitinhonha - Diamntina Km 4,"-434,333","-182,833",2,1
SpeciesLink,CEN,38836,Chamaecrista rotundata,2894,"Silva, G.P.",1994,9,15,"Walter, B.M.T.",2001/11/,2,Brasil,MG,DIAMANTINA,Rodovia Diamantina - Curvelo km 4.,"-436,333","-182,167",2,1
J.G. Rando,"CEN, INPA",220.389 INPA,Chamaecrista rotundata,2905,"Silva, G.P.",1994,9,15,"Rando, J.G.",,2,Brasil,Minas Gerais,Diamantina,"BR 259, São João da Chapada km 05. Margem direita do Ribeirão da Pedras.","-43,65","-182,167",2,1
SpeciesLink,INPA,220390,Chamaecrista rotundata,2926,"Silva, G.P.",1994,9,15,"Rando, J.G.",2012/02/,2,Brasil,Minas Gerais,Diamantina,Estrada secundária São João da Chapada - Inhaí Km 20. Cerrado. Solo laterítico. Ocasional.,"-437,667","-181,167",2,1
Reflora,ESA,ESA081376,Chamaecrista rotundata,3049,"Lombardi, J.A.",1999,6,13,"Cota, M.M.T.",10/11/2014,1,Brazil,Minas Gerais,Diamantina,"Serra do Espinhaço, ca. 10 km N. of São João da Chapada, road to Inhaí","-433,333","-181,167",2,1
SpeciesLink,SPF,229804,Chamaecrista rotundata,3191,"Cordeiro, I.",2009,11,23,"Cota, M.M.T.",2018/04/,1,Brasil,Minas Gerais,Tiradentes,Serra de São José,"-441,599","-210,843",0,1
Reflora,RB,RB00424387,Chamaecrista rotundata,3982,"Marquete, R.",2006,10,19,Administrador,28/05/2019,2,Brasil,Minas Gerais,Minas Gerais,Serra de São José.,"-442,014","-211,219",0,1
Reflora,RB,RB00142455,Chamaecrista rotundata,4033,"Alves, R.J.V.",1992,4,23,Administrador,1/2/2017,2,Brasil,Minas Gerais,Minas Gerais,"Serra do Espinhaço, 25 Km by road NE of Diamantina, 2 Km W of Rio Jequití.","-434,492","-180,585",1,1
SpeciesLink,UB,,Chamaecrista rotundata,5866,"Faria, J.E.Q.",2016,5,28,"Faria, J.E.Q.",2016/05/,1,Brasil,Minas Gerais,Diamantina,Margem da estrada de terra para a Formação,"-436,122","-182,617",2,1
J.G. Rando,"NY, UB",,Chamaecrista rotundata,8377,"Anderson, W.R.",1973,4,9,"Rando, J.G.",,1,Brasil,Minas Gerais,DIAMANTINA,"25 km by road NE of Diamantina, 2 km W of Rio Jequití","-434,328","-180,903",0,1
J.G. Rando,OUPR,,Chamaecrista rotundata,8578,"Schwacke, D.W.",1872,4,6,"Rando, J.G.",,2,Brasil,Minas Gerais,Diamantina,Entre Diamantina e Biribi,"-436,167","-181,333",0,1
J.G. Rando,"F, NY, RB, UB, US",960889,Chamaecrista rotundata,8716,"Anderson, W.R.",1973,4,12,"Rando, J.G.",,2,Brasil,Minas Gerais,Diamantina,"25 km by road NE of Diamantina, ca. 1.5 km from Rio Jequití, elev. 790-900 m","-434,328","-180,903",2,1
SpeciesLink,JPB,57090,Chamaecrista rotundata,9111,"Fernandes, M.G.C.; et al.",2012,7,10,"Rando, J.G.",2013/01/,1,Brasil,Minas Gerais,Santana do Riacho,"RPPN Brumas do Espinhaço e Ermo do Gerais, Levantamento florístico da RPPN Brumas do Espinhaço. Ponto 83, 635818 7893979 1273 m. Com duplicata","-437,073","-190,421",1,1
SpeciesLink,SPF,193775,Chamaecrista rotundata,10430,"Duarte, A.P.",1967,6,5,"Rando, J.G.",2010/02/,2,Brasil,Minas Gerais,,De Couto Magalhães para Mendanha.,"-434,167","-180,667",0,1
Reflora,MBM,MBM035756,Chamaecrista rotundata,11563,"Anderson, W.R.",0,0,24,"Barneby, R.C.",,2,Brazil,Minas Gerais,Diamantina,Diamantina,"-43,7","-18,28",2,1
J.G. Rando,"MBM, NY",35778,Chamaecrista rotundata,11590,"Anderson, W.R.",1978,2,25,"Rando, J.G.",,2,Brasil,Minas Gerais,Diamantina,Valley of Biribi.,"-436,167","-181,333",0,1
SpeciesLink,ESA,35383,Chamaecrista rotundata,11825,"Souza, V.C.; Souza, J.P.; Capellari Jr., L.; Scalon, V.R.",1996,7,6,,2001/01/,2,Brasil,Minas Gerais,Diamantina,2 Km de Diamantina em direção a Mendanha.,"-43,598","-182,175",1,1
J.G. Rando,MBM,,Chamaecrista rotundata,11903,"Occhioni, P.",1970,5,27,"Rando, J.G.",,1,Brasil,Minas Gerais,Santana do Riacho,Serra do Cipó,"-437,144","-191,689",2,1
Reflora,RB,RB00142811,Chamaecrista rotundata,13418,Brade,1934,6,--,Administrador,24/06/2016,2,Brasil,Minas Gerais,Santana do Riacho,"Serra do Cipó, acesso por Inhame. Trilha do João Carrinho. .","-437,597","-189,394",1,1
SpeciesLink,SPF,205446,Chamaecrista rotundata,15003,"Queiroz, L.P.",2010,10,27,"Rando, J.G.",2014/01/,2,Brasil,Minas Gerais,Monte Azul,Serra da Formosa,"-428,039","-15,23",0,1
J.G. Rando,NY,,Chamaecrista rotundata,20269,"Glaziou, M.A.",1894,,,"Rando, J.G.",,2,Brasil,Minas Gerais,São João Del Rey,Serra do Lenheiro.,"-443,023","-211,451",2,1
SpeciesLink,HEPH,7462,Chamaecrista rotundata,21814,"Leitão Filho, H.F.",1989,7,3,"Cota, M.M.T.",27/01/2016,2,Brasil,Minas Gerais,Diamantina,16km da entrada da Rodovia para Conselheiro Mota,"-438,233","-181,621",1,1
SpeciesLink,UB,127596,Chamaecrista rotundata,22216,"Irwin, H.S.",1969,1,18,"Barneby, R.C.",1982//,2,Brasil,Minas Gerais,,"Ca. 23km SW of Diamantina, road to Gouveia","-436,791","-183,912",0,1
SpeciesLink,UB,127600,Chamaecrista rotundata,22901,"Irwin, HS",1969,1,30,"Barneby, R.C.",1982//,2,Brasil,Minas Gerais,,Ca. 25km NE of Diamantina on road to Mendanha,"-43,53","-18,12",0,1
SpeciesLink,ESA,73541,Chamaecrista rotundata,25290,"Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.",2001,7,7,"Rando, J.G.",2009//,2,Brasil,Minas Gerais,Diamantina,"Estrada entre Diamantina e Curvelo, ca. 7 km de Diamantina. Campo rupestre.","-436,785","-18,264",1,1
SpeciesLink,ESA,73652,Chamaecrista rotundata,25401,"Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.",2001,7,8,"Rando, J.G.",2001/01/,1,Brasil,Minas Gerais,Diamantina,"Estrada entre Diamantina e Conselheiro Mata, km 185-186. Próximo à entrada do Sítio Pica-Pau. 18o17'00""S, 43o43'43""W. 1340 m.s.m. Campo rupestre com cerrado arenoso adjacente.","-437,286","-182,833",0,1
SpeciesLink,UB,127593,Chamaecrista rotundata,27848,"Irwin, H.S.",1970,3,18,"Barneby, R.C.",1982//,1,Brasil,Minas Gerais,,Ca. 18km E of Diamantina,"-435,367","-181,839",0,1
SpeciesLink,UB,127594,Chamaecrista rotundata,28101,"Irwin, H.S.",1970,3,22,"Barneby, R.C.",1982//,2,Brasil,Minas Gerais,,Ca. 10km N of São João da Chapada,"-437,297","-180,061",0,1
J.G. Rando,NY,960867,Chamaecrista rotundata,28107,"Irwin, H.S.",1970,3,23,"Rando, J.G.",,2,Brasil,Minas Gerais,São João da Chapada,ca. de 15 km N de São João da Chapada,"-437,833","-180,833",0,1
J.G. Rando,"NY, RB, US",159387,Chamaecrista rotundata,28262,"Irwin, H.S.",1970,3,24,"Rando, J.G.",,2,Brasil,Minas Gerais,São João da Chapada,ca. 3 km N of São João da Chapada.,"-437,833","-180,833",0,1
J.G. Rando,"NY, UB",,Chamaecrista rotundata,28589,"Irwin, H.S.",1970,3,29,"Rando, J.G.",,2,Brasil,Minas Gerais,São João da Chapada,"ca. 7 km N. of São João da Chapada, road to Campo do Sampaio, elev. 1150 m.","-437,389","-180,253",2,1
SpeciesLink,UB,127591,Chamaecrista rotundata,35431,"Anderson, W.R.",1972,2,4,"Rando, J.G.",2009//,2,Brasil,Minas Gerais,Diamantina,"Ca. 5km SW of Diamantina, Km 305 on MG 259","-436,592","-182,479",1,1
SpeciesLink,SPF,96240,Chamaecrista rotundata,CFCR15515,"Esteves, G.L.",1990,9,25,"Azevedo, F.P.",2013/10/,2,Brasil,Minas Gerais,,"Serra do Espinhaço, Área norte de Diamantina: campo rupestre on the W-exposed slopes east of the road Diamantina - Biribi near Córrego Sentinela (locality according to local people: ""Banhero Sentinela"", next to Cachoeira dos Cristais""), ca. 6,5 km NN","-436,167","-181,833",1,1
J.G. Rando,SPF,,Chamaecrista rotundata,CFCR4499,"Furlan, A.",1984,7,15,"Rando, J.G.",,2,Brasil,Minas Gerais,Rio Vermelho,"Pedra Menina, Morro do Ambrósio.","-437,468","-19,068",1,1
J.G. Rando,"NY, SPF",960866,Chamaecrista rotundata,CFCR4505,"Harley, R.M.",1984,7,15,"Rando, J.G.",,2,Brasil,Minas Gerais,Rio Vermelho,"Pedra Menina, Morro do Ambrósio","-430,445","-181,064",2,1
